City,Timestamp,Temperature,Wind Speed,Wind Direction,Previous Temperature
Delhi,2025-12-04T13:02:15.659305,20.1,9.9,303,
delhi,2025-12-04T13:04:39.941250,20.1,9.9,303,
delhiv,2025-12-04T13:05:14.962258,20.1,9.9,303,
ranchi,2025-12-04T13:05:45.479311,20.1,9.9,303,
